46,41
47,41
48,41
49,40
50,39
51,38
52,37
53,36
54,35
55,35
56,34
57,33
58,32
59,31
60,30
61,29
62,28
63,27
64,27
65,26
66,24
67,23
68,22
69,21
70,19
71,18
72,17
73,16
74,15
75,14
76,13
77,12
78,11
79,10
80,9
81,8
82,7
83,6
84,5
85,4
86,3
87,2
88,1
89,0
90,0
